Category,Name of medicine,EMA product number,Medicine status,Opinion status,Latest procedure affecting product information,International non-proprietary name (INN) / common name,Active substance,Therapeutic area (MeSH),"Species
(veterinary)",Patient safety,ATC code (human),ATCvet code (veterinary),"Pharmacotherapeutic group
(human)","Pharmacotherapeutic group
(veterinary)",Therapeutic indication,Accelerated assessment,Additional monitoring,Advanced therapy,Biosimilar,Conditional approval,Exceptional circumstances,Generic,Orphan medicine,PRIME: priority medicine,Marketing authorisation developer / applicant / holder,European Commission decision date,Start of rolling review date,Start of evaluation date,Opinion adopted date,Withdrawal of application date,Marketing authorisation date,Refusal of marketing authorisation date,Withdrawal / expiry / revocation / lapse of marketing authorisation date,Suspension of marketing authorisation date,Revision number,First published date,Last updated date,Medicine URL
Human,Tepmetko,EMEA/H/C/005524,Authorised,,II/0011,tepotinib,tepotinib hydrochloride monohydrate,"Carcinoma, Non-Small-Cell Lung",,No,L01EX21,,Antineoplastic agents,,"Tepmetko&nbsp;as monotherapy is indicated for the treatment of adult patients with advanced non-small cell lung cancer (NSCLC) harbouring alterations leading to mesenchymal-epithelial transition factor gene exon 14 (METex14) skipping, who require systemic therapy following prior treatment with immunotherapy and/or platinum-based chemotherapy.",No,Yes,No,No,No,No,No,No,No,Merck Europe B.V.,18/04/2024,,,16/12/2021,,16/02/2022,,,,3,2022/5/5,21/05/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/tepmetko
Human,Iressa,EMEA/H/C/001016,Authorised,,IAIN/0039/G,gefitinib,gefitinib,"Carcinoma, Non-Small-Cell Lung",,No,L01XE02,,Antineoplastic agents,,Iressa is indicated for the treatment of adult patients with locally advanced or metastatic non-small-cell lung cancer with activating mutations of epidermal-growth-factor-receptor tyrosine kinase.,No,No,No,No,No,No,No,No,No,AstraZeneca AB,14/07/2023,,,,,24/06/2009,,,,16,23/04/2018,17/07/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/iressa
Human,Pemetrexed Baxter,EMEA/H/C/005848,Authorised,,,pemetrexed,pemetrexed disodium heptahydrate,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,Antineoplastic agents,,Malignant pleural mesotheliomaPemetrexed Baxter in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancerPemetrexed Baxter in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology (see section 5.1). Pemetrexed Baxter is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy (see section 5.1). Pemetrexed Baxter is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology (see section 5.1).,No,No,No,No,No,No,Yes,No,No,Baxter Holding B.V.,2022/9/12,,,13/10/2022,,2022/9/12,,,,,2022/12/10,19/01/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-baxter
Human,Exkivity,EMEA/H/C/005621,Application withdrawn,,,mobocertinib,mobocertinib,"Carcinoma, Non-Small-Cell Lung",,No,L01EB,,Antineoplastic agents,,Treatment of adult patients with epidermal growth factor receptor (EGFR) exon 20 insertion mutation-positive locally advanced or metastatic non-small cell lung cancer (NSCLC).,No,No,No,No,No,No,No,No,No,Takeda Pharma A/S,,,,,20/07/2022,,,,,,19/08/2022,24/11/2022,https://www.ema.europa.eu/en/medicines/human/EPAR/exkivity
Human,Docetaxel Zentiva (previously Docetaxel Winthrop),EMEA/H/C/000808,Withdrawn,,,docetaxel,docetaxel,"Head and Neck Neoplasms;Carcinoma, Non-Small-Cell Lung;Adenocarcinoma;Prostatic Neoplasms;Stomach Neoplasms;Breast Neoplasms",,No,L01CD02,,Antineoplastic agents,,"Breast cancer Docetaxel Winthrop in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with:  operable node-positive breast cancer; operable node-negative breast cancer.  For patients with operable node-negative breast cancer, adjuvant treatment should be restricted to patients eligible to receive chemotherapy according to internationally established criteria for primary therapy of early breast cancer. Docetaxel Winthrop in combination with doxorubicin is indicated for the treatment of patients with locally advanced or metastatic breast cancer who have not previously received cytotoxic therapy for this condition. Docetaxel Winthrop monotherapy is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic therapy. Previous chemotherapy should have included an anthracycline or an alkylating agent. Docetaxel Winthrop in combination with trastuzumab is indicated for the treatment of patients with metastatic breast cancer whose tumours overexpress HER2 and who previously have not received chemotherapy for metastatic disease. Docetaxel Winthrop in combination with capecitabine is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy. Previous therapy should have included an anthracycline. Non-small-cell lung cancer Docetaxel Winthrop is indicated for the treatment of patients with locally advanced or metastatic non-small-cell lung cancer after failure of prior chemotherapy. Docetaxel Winthrop in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small-cell lung cancer, in patients who have not previously received chemotherapy for this condition. Prostate cancer Docetaxel Winthrop in combination with prednisone or prednisolone is indicated for the treatment of patients with hormone-refractory metastatic prostate cancer. Gastric adenocarcinoma Docetaxel Winthrop in combination with cisplatin and 5-fluorouracil is indicated for the treatment of patients with metastatic gastric adenocarcinoma, including adenocarcinoma of the gastroesophageal junction, who have not received prior chemotherapy for metastatic disease. Head and neck cancer Docetaxel Winthrop in combination with cisplatin and 5-fluorouracil is indicated for the induction treatment of patients with locally advanced squamous cell carcinoma of the head and neck.",No,No,No,No,No,No,No,No,No,Zentiva k.s.,25/04/2022,,,,,20/04/2007,,,,30,2018/1/2,20/05/2022,https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-zentiva
Human,Docetaxel Teva,EMEA/H/C/001107,Withdrawn,,IB/0030,docetaxel,docetaxel,"Head and Neck Neoplasms;Carcinoma, Non-Small-Cell Lung;Adenocarcinoma;Prostatic Neoplasms;Stomach Neoplasms;Breast Neoplasms",,No,L01CD02,,Antineoplastic agents,,"Breast cancer Docetaxel Teva in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with:  operable node-positive breast cancer; operable node-negative breast cancer.  For patients with operable node-negative breast cancer, adjuvant treatment should be restricted to patients eligible to receive chemotherapy according to internationally established criteria for primary therapy of early breast cancer. Docetaxel Teva in combination with doxorubicin is indicated for the treatment of patients with locally advanced or metastatic breast cancer who have not previously received cytotoxic therapy for this condition. Docetaxel Teva monotherapy is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic therapy. Previous chemotherapy should have included an anthracycline or an alkylating agent. Docetaxel Teva in combination with trastuzumab is indicated for the treatment of patients with metastatic breast cancer whose tumours overexpress HER2 and who previously have not received chemotherapy for metastatic disease. Docetaxel Teva in combination with capecitabine is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy. Previous therapy should have included an anthracycline. Non-small-cell lung cancer Docetaxel Teva is indicated for the treatment of patients with locally advanced or metastatic non-small-cell lung cancer after failure of prior chemotherapy. Docetaxel Teva in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small-cell lung cancer, in patients who have not previously received chemotherapy for this condition. Prostate cancer Docetaxel Teva in combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic prostate cancer. Gastric adenocarcinoma Docetaxel Teva in combination with cisplatin and 5-fluorouracil is indicated for the treatment of patients with metastatic gastric adenocarcinoma, including adenocarcinoma of the gastroesophageal junction, who have not received prior chemotherapy for metastatic disease. Head and neck cancer Docetaxel Teva in combination with cisplatin and 5 fluorouracil is indicated for the induction treatment of patients with locally advanced squamous cell carcinoma of the head and neck.",No,No,No,No,No,No,Yes,No,No,Teva B.V.,28/04/2020,,,19/11/2009,,26/01/2010,,,,18,25/06/2018,14/12/2021,https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-teva
Human,Pemetrexed Lilly,EMEA/H/C/004114,Withdrawn,,N/0013,pemetrexed,pemetrexed,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,Antineoplastic agents,,Malignant pleural mesothelioma Pemetrexed Lilly in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancer Pemetrexed Lilly in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Pemetrexed Lilly is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Pemetrexed Lilly is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non small cell lung cancer other than predominantly squamous cell histology.,No,No,No,No,No,No,Yes,No,No,Eli Lilly Netherlands,18/06/2021,,,,,14/09/2015,,,,7,26/04/2017,26/11/2021,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-lilly
Human,Equidacent,EMEA/H/C/005181,Withdrawn,,IB/0004,bevacizumab,bevacizumab,"Colorectal Neoplasms;Breast Neoplasms;Ovarian Neoplasms;Carcinoma, Non-Small-Cell Lung;Carcinoma, Renal Cell",,No,L01XC07,,Antineoplastic agents,,"Bevacizumab in combination with fluoropyrimidine-based chemotherapy is indicated for treatment of adult patients with metastatic carcinoma of the colon or rectum. Bevacizumab in combination with paclitaxel is indicated for first-line treatment of adult patients with metastatic breast cancer. For further information as to human epidermal growth factor receptor 2 (HER2) status, please refer to section 5.1. Bevacizumab in combination with capecitabine is indicated for first-line treatment of adult patients with metastatic breast cancer in whom treatment with other chemotherapy options including taxanes or anthracyclines is not considered appropriate. Patients who have received taxane and anthracycline- containing regimens in the adjuvant setting within the last 12 months should be excluded from treatment with Equidacent in combination with capecitabine. For further information as to HER2 status, please refer to section 5.1. Bevacizumab, in addition to platinum-based chemotherapy, is indicated for first-line treatment of adult patients with unresectable advanced, metastatic or recurrent non-small cell lung cancer&nbsp;other than predominantly squamous cell histology. Bevacizumab, in combination with erlotinib, is indicated for first-line treatment of adult patients with unresectable advanced, metastatic or recurrent non-squamous non-small cell lung cancer with Epidermal Growth Factor Receptor (EGFR) activating mutations. Bevacizumab in combination with interferon alfa-2a is indicated for first-line treatment of adult patients with advanced and/or metastatic renal cell cancer. Bevacizumab, in combination with carboplatin and paclitaxel is indicated for the front-line treatment of adult patients with advanced (International Federation of Gynecology and Obstetrics (FIGO) stages IIIB, IIIC and IV) epithelial ovarian, fallopian tube, or primary peritoneal cancer (see section 5.1). Bevacizumab, in combination with carboplatin and gemcitabine or in combination with carboplatin and paclitaxel, is indicated for treatment of adult patients with first recurrence of platinum-sensitive epithelial ovarian, fallopian tube or primary peritoneal cancer who have not received prior therapy with bevacizumab or other VEGF inhibitors or VEGF receptor-targeted agents. Bevacizumab, in combination with paclitaxel and cisplatin or, alternatively, paclitaxel and topotecan in patients who cannot receive platinum therapy, is indicated for the treatment of adult patients with persistent, recurrent, or metastatic carcinoma of the cervix.",No,Yes,No,Yes,No,No,No,No,No,Centus Biotherapeutics Europe Limited,27/05/2021,,,23/07/2020,,24/09/2020,,,,3,2020/12/10,25/11/2021,https://www.ema.europa.eu/en/medicines/human/EPAR/equidacent
Human,Pemetrexed Pfizer (previously Pemetrexed Hospira UK Limited),EMEA/H/C/004488,Withdrawn,,,pemetrexed,pemetrexed ditromethamine,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,ANTIMETABOLITES;Folic acid analogues,,Malignant pleural mesothelioma Pemetrexed Hospira UK Limited in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancer Pemetrexed Hospira UK Limited in combination with cisplatin is indicated for the first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology (see SmPC section 5.1). Pemetrexed Hospira UK Limited is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy (see SmPC section 5.1). Pemetrexed Hospira UK Limited is indicated as monotherapy for the second-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology (see SmPC section 5.1).,No,No,No,No,No,No,Yes,No,No,Pfizer Europe MA EEIG,21/10/2020,,,23/02/2017,,24/04/2017,,,,7,24/04/2018,29/07/2021,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-pfizer-previously-pemetrexed-hospira-uk-limited
Human,Portrazza,EMEA/H/C/003886,Withdrawn,,WITHDRAWAL,necitumumab,necitumumab,"Carcinoma, Non-Small-Cell Lung",,No,L01,,Antineoplastic agents,,Portrazza in combination with gemcitabine and cisplatin chemotherapy is indicated for the treatment of adult patients with locally advanced or metastatic epidermal growth factor receptor (EGFR) expressing squamous non-small cell lung cancer who have not received prior chemotherapy for this condition.,No,Yes,No,No,No,No,No,No,No,Eli Lilly Nederland B.V.,18/02/2021,,,,,15/02/2016,,,,3,2016/10/11,27/07/2021,https://www.ema.europa.eu/en/medicines/human/EPAR/portrazza
Human,Lextemy,EMEA/H/C/005611,Withdrawn,,,bevacizumab,bevacizumab,"Colorectal Neoplasms;Breast Neoplasms;Ovarian Neoplasms;Fallopian Tube Neoplasms;Peritoneal Neoplasms;Carcinoma, Non-Small-Cell Lung;Carcinoma, Renal Cell;Uterine Cervical Neoplasms",,No,L01XC07,,Antineoplastic agents,,"Treatment of carcinoma of the colon or rectum, breast cancer, non-small cell lung cancer, renal cell cancer, epithelial ovarian, fallopian tube or primary peritoneal cancer, and carcinoma of the cervix.",No,No,No,Yes,No,No,No,No,No,Mylan IRE Healthcare Limited,,,,25/02/2021,,,,21/06/2021,,,24/02/2021,,https://www.ema.europa.eu/en/medicines/human/EPAR/lextemy
Human,Erlotinib Accord,EMEA/H/C/005071,Application withdrawn,,,erlotinib,,"Carcinoma, Non-Small-Cell Lung;Pancreatic Neoplasms",,No,L01XE03,,Antineoplastic agents,,Treatment of lung and pancreatic cancers,No,No,No,No,No,No,Yes,No,No,Accord Healthcare S.L.U.,,,,,28/05/2020,,,,,,29/05/2020,,https://www.ema.europa.eu/en/medicines/human/EPAR/erlotinib-accord
Human,Taxespira (previously Docetaxel Hospira UK Limited ),EMEA/H/C/003925,Withdrawn,,IB/0011,docetaxel,docetaxel trihydrate,"Stomach Neoplasms;Prostatic Neoplasms;Breast Neoplasms;Head and Neck Neoplasms;Carcinoma, Non-Small-Cell Lung",,No,L01CD02,,Antineoplastic agents,,"Breast cancer Taxespira in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with:  operable node-positive breast cancer; operable node-negative breast cancer.  For patients with operable node-negative breast cancer, adjuvant treatment should be restricted to patients eligible to receive chemotherapy according to internationally established criteria for primary therapy of early breast cancer. Taxespira in combination with doxorubicin is indicated for the treatment of patients with locally advanced or metastatic breast cancer who have not previously received cytotoxic therapy for this condition. Taxespira monotherapy is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic therapy. Previous chemotherapy should have included an anthracycline or an alkylating agent. Taxespira combination with trastuzumab is indicated for the treatment of patients with metastatic breast cancer whose tumours over express HER2 and who previously have not received chemotherapy for metastatic disease. Taxespira in combination with capecitabine is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy. Previous therapy should have included an anthracycline. Non-small cell lung cancer  Taxespira indicated for the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of prior chemotherapy. Taxespira in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small cell lung cancer, in patients who have not previously received chemotherapy for this condition. Prostate cancer  Taxespira in combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic prostate cancer. Gastric adenocarcinoma  Taxespira in combination with cisplatin and 5-fluorouracil is indicated for the treatment of patients with metastatic gastric adenocarcinoma, including adenocarcinoma of the gastroesophageal junction, who have not received prior chemotherapy for metastatic disease. Head and neck cancer  Taxespira in combination with cisplatin and 5-fluorouracil is indicated for the induction treatment of patients with locally advanced squamous cell carcinoma of the head and neck.",No,No,No,No,No,No,Yes,No,No,Hospira UK Limited,30/10/2018,,,20/05/2015,,28/08/2015,,30/10/2018,,8,2018/9/7,15/10/2019,https://www.ema.europa.eu/en/medicines/human/EPAR/taxespira
Human,Topotecan Actavis,EMEA/H/C/001031,Withdrawn,,IB/0013,topotecan,topotecan,Uterine Cervical Neoplasms;Small Cell Lung Carcinoma,,No,L01CE01,,Antineoplastic agents,,Topotecan monotherapy is indicated for the treatment of patients with relapsed small cell lung cancer [SCLC] for whom re-treatment with the first-line regimen is not considered appropriate. Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with Stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination.,No,No,No,No,No,No,Yes,No,No,Actavis Group PTC ehf,15/01/2019,,,,,24/07/2009,,15/01/2019,,6,19/01/2014,2019/7/3,https://www.ema.europa.eu/en/medicines/human/EPAR/topotecan-actavis
Human,Topotecan Teva,EMEA/H/C/001071,Withdrawn,,IB/0014,topotecan,topotecan,Ovarian Neoplasms;Uterine Cervical Neoplasms;Small Cell Lung Carcinoma,,No,L01CE01,,Antineoplastic agents,,Topotecan monotherapy is indicated for the treatment of:  patients with metastatic carcinoma of the ovary after failure of first line or subsequent therapy; patients with relapsed small cell lung cancer [SCLC] for whom re-treatment with the first-line regimen is not considered appropriate.  Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with Stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination.,No,No,No,No,No,No,Yes,No,No,Teva B.V.,22/06/2018,,,,,21/09/2009,,,,8,22/06/2018,13/07/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/topotecan-teva
Human,Adlumiz,EMEA/H/C/003847,Refused,,-,anamorelin,anamorelin hydrochloride,"Cachexia;Anorexia;Carcinoma, Non-Small-Cell Lung",,No,V03,,All other therapeutic products,,"Treatment of anorexia, cachexia or unintended weight loss in adult patients with non-small cell lung cancer (NSCLC)",No,No,No,No,No,No,No,No,No,Helsinn Birex Pharmaceuticals Ltd.,16/11/2017,,,14/09/2017,,,16/11/2017,,,,16/11/2017,30/11/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/adlumiz
Human,Kyomarc,EMEA/H/C/004360,Application withdrawn,,-,bevacizumab,bevacizumab,"Carcinoma, Renal Cell;Carcinoma, Bronchogenic;Fallopian Tube Neoplasms;Breast Neoplasms;Ovarian Neoplasms;Peritoneal Neoplasms",,No,L01XC07,,Antineoplastic agents,,"Treatment of breast cancer, non-small cell lung cancer, renal cell cancer, advanced epithelial ovarian, fallopian tube, or primary peritoneal cancer, platinum-sensitive epithelial ovarian, fallopian tube or primary",No,No,No,No,No,No,No,No,No,Amgen Europe B.V.,2017/10/11,,,,17/10/2017,,,,,,2017/10/11,2017/10/11,https://www.ema.europa.eu/en/medicines/human/EPAR/kyomarc
Human,Pemetrexed ditromethamine Hospira,EMEA/H/C/004306,Application withdrawn,,,pemetrexed,pemetrexed ditromethamine,"Mesothelioma;Carcinoma, Non-Small-Cell Lung",,No,L01BA04,,Antineoplastic agents,,Treatment of malignant pleural mesothelioma and non-small cell lung cancer,No,No,No,No,No,No,Yes,No,No,,14/10/2016,,,,22/09/2016,,,,,,14/10/2016,21/12/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-ditromethamine-hospira
Human,Docetaxel SUN,EMEA/H/C/004086,Application withdrawn,,-,docetaxel,,"Prostatic Neoplasms;Carcinoma, Non-Small-Cell Lung;Gastrointestinal Neoplasms;Breast Neoplasms;Head and Neck Neoplasms",,No,L01CD02,,Antineoplastic agents,,"Treatment of breast cancer, non-small cell lung cancer, prostate cancer, gastric adenocarcinoma, head and neck cancer.",No,No,No,No,No,No,Yes,No,No,Sun Pharmaceutical Industries Europe B.V.,24/06/2016,,,,2016/6/6,,,,,,24/06/2016,29/09/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-sun
Human,Xegafri,EMEA/H/C/004053,Application withdrawn,,-,,,"Carcinoma, Non-Small-Cell Lung",,No,L01XE,,Not assigned yet,,Treatment of patients with mutant epidermal growth factor receptor (EGFR) non-small cell lung cancer (NSCLC).,No,No,No,No,No,No,No,Yes,No,Clovis Oncology UK Ltd,27/05/2016,,,,2016/5/5,,,,,,27/05/2016,22/06/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/xegafri
Human,Nivolumab BMS,EMEA/H/C/003840,Withdrawn,,-,nivolumab,nivolumab,"Carcinoma, Non-Small-Cell Lung",,No,L01XC17,,Antineoplastic and immunomodulating agents;Monoclonal antibodies,,Nivolumab BMS is indicated for the treatment of locally advanced or metastatic squamous non-small cell lung cancer (NSCLC) after prior chemotherapy in adults.,No,No,No,No,No,No,No,No,No,Bristol-Myers Squibb Pharma EEIG,30/11/2015,,,21/05/2015,,20/07/2015,,30/11/2015,,,30/11/2015,14/01/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/nivolumab-bms
Human,Docetaxel Mylan,EMEA/H/C/002317,Lapsed,,IB/0006,docetaxel,docetaxel,"Head and Neck Neoplasms;Carcinoma, Non-Small-Cell Lung;Adenocarcinoma;Prostatic Neoplasms;Breast Neoplasms",,No,L01CD02,,Antineoplastic agents,,"Treatment of breast cancer, special forms of lung cancer (non-small-cell lung cancer), prostate cancer, gastric cancer, or head and neck cancer.",No,No,No,No,No,No,Yes,No,No,Mylan S.A.S.,2015/1/2,,,,,31/01/2012,,31/01/2015,,6,2015/1/2,2015/12/3,https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-mylan-0
Human,Topotecan Eagle,EMEA/H/C/002261,Withdrawn,,IB/0001,topotecan,topotecan hydrochloride,Carcinoma;Small Cell Lung Carcinoma,,No,L01CE01,,Antineoplastic and immunomodulating agents,,Topotecan monotherapy is indicated for the treatment of patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate. Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with Stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination.,No,No,No,No,No,No,Yes,No,No,Eagle Laboratories Ltd.,2014/2/10,,,,,22/12/2011,,2014/2/10,,2,2014/2/10,14/11/2014,https://www.ema.europa.eu/en/medicines/human/EPAR/topotecan-eagle
Human,Docetaxel Teva Pharma,EMEA/H/C/002032,Lapsed,,IB/7/G,docetaxel,docetaxel,"Carcinoma, Non-Small-Cell Lung;Breast Neoplasms;Prostatic Neoplasms",,No,L01CD02,,Antineoplastic agents,,"Breast cancer Docetaxel Teva Pharma monotherapy is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic therapy. Previous chemotherapy should have included an anthracycline or an alkylating agent. Non-small-cell lung cancer Docetaxel Teva Pharma is indicated for the treatment of patients with locally advanced or metastatic non-small-cell lung cancer after failure of prior chemotherapy. Docetaxel Teva Pharma in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small-cell lung cancer, in patients who have not previously received chemotherapy for this condition. Prostate cancer Docetaxel Teva Pharma in combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic prostate cancer.",No,No,No,No,No,No,Yes,No,No,Teva Pharma B.V.,21/01/2014,,,,,21/01/2011,,21/01/2014,,6,21/01/2014,21/01/2014,https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-teva-pharma
Human,Docefrez,EMEA/H/C/001074,Withdrawn,,IB/0001,docetaxel,docetaxel,"Stomach Neoplasms;Adenoma;Breast Neoplasms;Carcinoma, Non-Small-Cell Lung;Prostatic Neoplasms",,No,L01CD02,,Antineoplastic agents,,"Breast cancer  Docetaxel in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with operable node-positive breast cancer. Docetaxel in combination with doxorubicin is indicated for the treatment of patients with locally advanced or metastatic breast cancer who have not previously received cytotoxic therapy for this condition. Docetaxel monotherapy is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic therapy. Previous chemotherapy should have included an anthracycline or an alkylating agent. Docetaxel in combination with trastuzumab is indicated for the treatment of patients with metastatic breast cancer whose tumours over express HER2 and who previously have not received chemotherapy for metastatic disease. Docetaxel in combination with capecitabine is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy. Previous therapy should have included an anthracycline.  Non-small cell lung cancer  Docetaxel is indicated for the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of prior chemotherapy. Docetaxel in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small cell lung cancer, in patients who have not previously received chemotherapy for this condition.  Prostate cancer  Docetaxel in combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic prostate cancer.  Gastric adenocarcinoma  Docetaxel in combination with cisplatin and 5-fluorouracil is indicated for the treatment of patients with metastatic gastric adenocarcinoma, including adenocarcinoma of the gastroesophageal junction, who have not received prior chemotherapy for metastatic disease.  Head and neck cancer  Docetaxel in combination with cisplatin and 5-fluorouracil is indicated for the induction treatment of patients with locally advanced squamous cell carcinoma of the head and neck.",No,No,No,No,No,No,Yes,No,No,Sun Pharmaceutical Industries Europe B.V.,25/05/2012,,,,,2010/10/5,,25/05/2012,,1,25/05/2012,14/06/2012,https://www.ema.europa.eu/en/medicines/human/EPAR/docefrez
